id,key,value,type 
47927463,highway,residential,regular
47927463,is_in,"Calgary,Alberta",regular
47927463,lanes,2,regular
47927463,name,Tuscany Estates Drive NW,regular
47927463,oneway,yes,regular
47927463,source,Geobase_Import_2009,regular
47927701,highway,tertiary_link,regular
47927701,oneway,yes,regular
47928175,leisure,park,regular
47928209,leisure,park,regular
47928287,leisure,park,regular
47931187,highway,tertiary_link,regular
47931187,lanes,1,regular
47931187,oneway,yes,regular
47931895,highway,residential,regular
47931895,lanes,2,regular
47931895,name,Valley Springs Road NW,regular
47931895,surface,asphalt,regular
47931998,highway,residential,regular
47931998,name,Valley Springs Road NW,regular
47931998,oneway,yes,regular
47932000,highway,residential,regular
47932000,name,Valley Springs Road NW,regular
47932000,oneway,yes,regular
47932084,highway,residential,regular
47932084,name,Valley Glen Heights,regular
47932111,highway,residential,regular
47932111,name,Valley Glen Heights NW,regular
47932111,oneway,yes,regular
47932158,highway,residential,regular
47932158,name,Valley Brook Circle NW,regular
47932158,oneway,yes,regular
47932217,highway,tertiary,regular
47932217,name,Valley Ridge Drive NW,regular
47932217,oneway,yes,regular
47932242,highway,service,regular
47932242,service,parking_aisle,regular
47932263,highway,tertiary_link,regular
47932263,lanes,1,regular
47932263,oneway,yes,regular
47932289,attribution,GeoBase®,regular
47932289,geobase:acquisitionTechnique,GPS,regular
47932289,highway,tertiary,regular
47932289,is_in,"Calgary,Alberta",regular
47932289,lanes,2,regular
47932289,name,Valley Ridge Boulevard NW,regular
47932289,oneway,yes,regular
47932289,source,Geobase_Import_2009,regular
47932301,attribution,GeoBase®,regular
47932301,geobase:acquisitionTechnique,GPS,regular
47932301,highway,residential,regular
47932301,is_in,"Calgary,Alberta",regular
47932301,lanes,2,regular
47932301,name,Valley Ridge Point NW,regular
47932301,oneway,yes,regular
47932301,source,Geobase_Import_2009,regular
47932323,attribution,GeoBase®,regular
47932323,geobase:acquisitionTechnique,GPS,regular
47932323,highway,residential,regular
47932323,is_in,"Calgary,Alberta",regular
47932323,lanes,2,regular
47932323,name,Valley Ridge Point NW,regular
47932323,oneway,yes,regular
47932323,source,Geobase_Import_2009,regular
47932864,highway,residential,regular
47932864,name,Valley Ridge Green NW,regular
47932864,oneway,yes,regular
47933937,highway,tertiary_link,regular
47933937,lanes,1,regular
47933937,oneway,yes,regular
47933943,highway,tertiary_link,regular
47933943,lanes,1,regular
47933943,oneway,yes,regular
47934053,highway,tertiary,regular
47934053,name,Valley Ridge Boulevard NW,regular
47934053,oneway,yes,regular
47937924,leisure,golf_course,regular
47937924,name,Valley Ridge Golf Club,regular
48113089,highway,residential,regular
48113089,name,Tuscany Ravine Road NW,regular
48113089,oneway,yes,regular
48113090,highway,residential,regular
48113090,name,Tuscany Ravine Road NW,regular
48113090,oneway,yes,regular
48113091,highway,residential,regular
48113091,lanes,2,regular
48113091,name,Tuscany Hills Way NW,regular
48113091,surface,asphalt,regular
48113092,highway,residential,regular
48113092,name,Tuscany Hills Way NW,regular
48113092,oneway,yes,regular
48113093,highway,service,regular
48113093,service,alley,regular
48113094,highway,service,regular
48113094,service,alley,regular
48113095,highway,residential,regular
48113095,name,Tuscany Drive NW,regular
48113095,oneway,yes,regular
48113096,highway,residential,regular
48113096,name,Tuscany Drive NW,regular
48113096,oneway,yes,regular
48113097,highway,residential,regular
48113097,lanes,1,regular
48113097,name,Tuscany Ridge View NW,regular
48113097,oneway,yes,regular
48113098,bicycle,yes,regular
48113098,emergency,no,regular
48113098,foot,yes,regular
48113098,goods,no,regular
48113098,hgv,no,regular
48113098,highway,footway,regular
48113098,maxspeed,20,regular
48113098,motorcar,no,regular
48113098,name,Paved Path,regular
48113098,psv,no,regular
48113098,surface,paved,regular
48113098,taxi,no,regular
48113099,highway,service,regular
48113099,service,alley,regular
48113100,highway,residential,regular
48113100,lanes,2,regular
48113100,name,Tuscany Ravine Road NW,regular
48113100,surface,asphalt,regular
48113563,highway,residential,regular
48113563,lanes,2,regular
48113563,name,Tuscany Glen Road NW,regular
48113563,surface,asphalt,regular
48113564,highway,residential,regular
48113564,name,Tuscany Glen Road NW,regular
48113564,oneway,yes,regular
48113565,highway,service,regular
48113565,service,driveway,regular
48113567,highway,service,regular
48113567,service,driveway,regular
48113568,highway,service,regular
48113568,service,driveway,regular
48115270,leisure,park,regular
48115525,bicycle,yes,regular
48115525,catmp-RoadID,2463,regular
48115525,foot,yes,regular
48115525,garmin_type,0x16,regular
48115525,highway,cycleway,regular
48115525,source,Calgary Area Trail Mapping Project,regular
48115525,surface,asphalt,regular
48115526,highway,residential,regular
48115526,name,Scandia Rise NW,regular
48115526,oneway,yes,regular
48115527,highway,residential,regular
48115527,name,Scandia Rise NW,regular
48115527,oneway,yes,regular
48115528,bicycle,yes,regular
48115528,foot,yes,regular
48115528,highway,footway,regular
48115528,surface,asphalt,regular
48115529,bicycle,yes,regular
48115529,catmp-RoadID,2463,regular
48115529,foot,yes,regular
48115529,garmin_type,0x16,regular
48115529,highway,cycleway,regular
48115529,layer,-1,regular
48115529,lit,yes,regular
48115529,source,Calgary Area Trail Mapping Project,regular
48115529,surface,paved,regular
48115529,tunnel,yes,regular
48115530,bicycle,yes,regular
48115530,foot,yes,regular
48115530,highway,footway,regular
48115530,surface,asphalt,regular
48115531,bicycle,yes,regular
48115531,foot,yes,regular
48115531,highway,footway,regular
48115531,surface,asphalt,regular
48115532,bicycle,yes,regular
48115532,foot,yes,regular
48115532,highway,footway,regular
48115532,surface,asphalt,regular
48115533,highway,residential,regular
48115533,lanes,2,regular
48115533,name,Scanlon Green NW,regular
48115533,surface,asphalt,regular
48133806,natural,water,regular
48133870,landuse,recreation_ground,regular
48133934,landuse,recreation_ground,regular
48133973,leisure,park,regular
48134048,highway,residential,regular
48134048,name,Tuscany Springs Boulevard NW,regular
48134048,oneway,yes,regular
48134110,highway,residential,regular
48134110,name,Tuscany Springs Boulevard NW,regular
48134110,oneway,yes,regular
48181050,building,yes,regular
48181050,name,Four Points by Sheraton Calgary West,regular
48181050,tourism,hotel,regular
48181070,amenity,fuel,regular
48181070,building,yes,regular
48181070,name,Petro-Canada,regular
48181070,operator,Petro-Canada,regular
48181071,amenity,fast_food,regular
48181071,building,retail,regular
48181071,cuisine,burger,regular
48181071,name,McDonald's,regular
48181071,website,http://www.mcdonalds.ca/,regular
48181072,building,yes,regular
48181088,amenity,car_wash,regular
48181088,building,yes,regular
48181105,building,yes,regular
48181107,amenity,fast_food,regular
48181107,building,yes,regular
48181107,cuisine,greek,regular
48181107,name,OPA! of Greece,regular
48181157,attribution,GeoBase®,regular
48181157,geobase:acquisitionTechnique,GPS,regular
48181157,highway,service,regular
48181157,is_in,"Calgary,Alberta",regular
48181157,lanes,2,regular
48181157,oneway,yes,regular
48181157,source,Geobase_Import_2009,regular
48185083,highway,tertiary,regular
48185083,name,87 Street NW,regular
48185083,oneway,yes,regular
48186009,highway,secondary_link,regular
48186009,lanes,1,regular
48186009,oneway,yes,regular
48200010,bicycle,yes,regular
48200010,foot,yes,regular
48200010,highway,footway,regular
48200010,surface,asphalt,regular
48210522,amenity,parking,regular
48210522,description,reserved and free (4 hour limit) stalls,regular
48210522,fee,yes,regular
48210522,name,Tuscany LRT Park and Ride south lot,regular
48210522,operator,Calgary Transit,regular
48210522,park_ride,yes,regular
48210522,parking,surface,regular
48210522,surface,asphalt,regular
48210522,website,https://www.calgarytransit.com/park-ride-locations,regular
48212721,highway,service,regular
48212721,service,driveway,regular
48474914,landuse,retail,regular
48474914,name,McCall Court,regular
48476210,highway,service,regular
48476212,highway,service,regular
48568450,bicycle,yes,regular
48568450,foot,yes,regular
48568450,highway,cycleway,regular
48568450,surface,paved,regular
48568451,bicycle,yes,regular
48568451,foot,yes,regular
48568451,highway,cycleway,regular
48568451,maxspeed,20,regular
48568451,motorcar,no,regular
48568451,surface,asphalt,regular
48568452,bicycle,yes,regular
48568452,foot,yes,regular
48568452,highway,footway,regular
48568452,maxspeed,20,regular
48568452,surface,asphalt,regular
48568453,bicycle,yes,regular
48568453,emergency,no,regular
48568453,foot,yes,regular
48568453,goods,no,regular
48568453,hgv,no,regular
48568453,highway,footway,regular
48568453,maxspeed,20,regular
48568453,motorcar,no,regular
48568453,psv,no,regular
48568453,surface,paved,regular
48568453,taxi,no,regular
48568454,bicycle,yes,regular
48568454,foot,yes,regular
48568454,highway,footway,regular
48568454,maxspeed,20,regular
48568454,surface,asphalt,regular
48570785,highway,residential,regular
48570785,lanes,1,regular
48570785,name,Hampshire Close NW,regular
48570785,oneway,yes,regular
48570785,surface,asphalt,regular
48570827,highway,residential,regular
48570827,lanes,1,regular
48570827,name,Hampshire Circle NW,regular
48570827,oneway,yes,regular
48570827,surface,asphalt,regular
48570837,highway,residential,regular
48570837,lanes,1,regular
48570837,name,Hampshire Grove NW,regular
48570837,oneway,yes,regular
48570837,surface,asphalt,regular
48570840,highway,residential,regular
48570840,lanes,1,regular
48570840,name,Hampshire Grove NW,regular
48570840,oneway,yes,regular
48570840,surface,asphalt,regular
48570870,bicycle,yes,regular
48570870,foot,yes,regular
48570870,highway,footway,regular
48570920,highway,residential,regular
48570920,lanes,1,regular
48570920,name,Hamptons Green NW,regular
48570920,oneway,yes,regular
48570920,surface,asphalt,regular
48570931,highway,residential,regular
48570931,lanes,1,regular
48570931,name,Hamptons Park NW,regular
48570931,oneway,yes,regular
48570931,surface,asphalt,regular
48570932,bicycle,yes,regular
48570932,foot,yes,regular
48570932,highway,cycleway,regular
48570932,surface,asphalt,regular
48570939,highway,residential,regular
48570939,lanes,1,regular
48570939,name,Hamptons Grove NW,regular
48570939,oneway,yes,regular
48570939,surface,asphalt,regular
48570944,highway,residential,regular
48570944,lanes,1,regular
48570944,name,Hamptons Circle NW,regular
48570944,oneway,yes,regular
48570944,surface,asphalt,regular
48570949,highway,residential,regular
48570949,lanes,1,regular
48570949,name,Hamptons Heath NW,regular
48570949,oneway,yes,regular
48570949,surface,asphalt,regular
48570959,highway,residential,regular
48570959,lanes,1,regular
48570959,name,Hamptons Heath NW,regular
48570959,oneway,yes,regular
48570959,surface,asphalt,regular
48570968,highway,tertiary,regular
48570968,name,Hamptons Drive NW,regular
48570977,highway,tertiary,regular
48570977,name,Hamptons Drive NW,regular
48570977,oneway,yes,regular
48570979,highway,residential,regular
48570979,lanes,1,regular
48570979,name,Hamptons Terrace NW,regular
48570979,oneway,yes,regular
48570979,surface,asphalt,regular
48571012,bicycle,designated,regular
48571012,highway,tertiary,regular
48571012,name,Hamptons Boulevard NW,regular
48571039,highway,residential,regular
48571039,lanes,1,regular
48571039,name,Hampstead Close NW,regular
48571039,oneway,yes,regular
48571039,surface,asphalt,regular
48571056,highway,residential,regular
48571056,lanes,1,regular
48571056,name,Hampstead Circle NW,regular
48571056,oneway,yes,regular
48571056,surface,asphalt,regular
48571059,bicycle,yes,regular
48571059,foot,yes,regular
48571059,highway,footway,regular
48571066,highway,residential,regular
48571066,lanes,1,regular
48571066,name,Hampstead Way NW,regular
48571066,oneway,yes,regular
48571066,surface,asphalt,regular
48571075,highway,residential,regular
48571075,lanes,2,regular
48571075,name,Hampstead Green NW,regular
48571075,service,driveway,regular
48571075,surface,asphalt,regular
48571078,bicycle,designated,regular
48571078,highway,residential,regular
48571078,lanes,2,regular
48571078,name,Hampstead Road NW,regular
48571078,surface,asphalt,regular
48571084,bicycle,designated,regular
48571084,highway,residential,regular
48571084,lanes,1,regular
48571084,name,Hampstead Road NW,regular
48571084,oneway,yes,regular
48571084,surface,asphalt,regular
48571091,highway,tertiary,regular
48571091,name,Hamptons Drive NW,regular
48571091,oneway,yes,regular
48571115,bicycle,designated,regular
48571115,highway,tertiary,regular
48571115,name,Hamptons Drive NW,regular
48571115,oneway,yes,regular
48571198,highway,residential,regular
48571198,name,Hamptons Heights NW,regular
48571198,oneway,yes,regular
48571199,highway,residential,regular
48571199,name,Hamptons Link NW,regular
48571199,oneway,yes,regular
48571199,service,driveway,regular
48571204,highway,residential,regular
48571204,name,Hamptons Heights NW,regular
48571204,oneway,yes,regular
48571209,highway,residential,regular
48571209,name,Hamptons Link NW,regular
48571209,oneway,yes,regular
48571209,service,driveway,regular
48571223,highway,residential,regular
48571223,name,Hamptons Bay NW,regular
48571223,oneway,yes,regular
48571224,highway,residential,regular
48571224,name,Hamptons Heights NW,regular
48571225,highway,residential,regular
48571225,name,Hamptons Bay NW,regular
48571225,oneway,yes,regular
48571226,highway,residential,regular
48571226,name,Hamptons Heights NW,regular
48571226,oneway,yes,regular
48571260,highway,residential,regular
48571260,name,Hamptons Rise NW,regular
48571260,oneway,yes,regular
48571260,service,driveway,regular
48571276,highway,residential,regular
48571276,name,Hamptons Rise NW,regular
48571276,oneway,yes,regular
48571276,service,driveway,regular
48571296,highway,residential,regular
48571296,name,Hamptons Close NW,regular
48571296,oneway,yes,regular
48571297,highway,residential,regular
48571297,name,Hamptons Close NW,regular
48571297,oneway,yes,regular
48571298,highway,residential,regular
48571298,name,Hamptons Way NW,regular
48571324,highway,residential,regular
48571325,highway,residential,regular
48571325,name,Hamptons Way NW,regular
48571325,oneway,yes,regular
48571371,leisure,park,regular
48607285,bicycle,yes,regular
48607285,foot,yes,regular
48607285,highway,cycleway,regular
48607285,surface,asphalt,regular
48607289,bicycle,yes,regular
48607289,foot,yes,regular
48607289,highway,footway,regular
48607289,surface,asphalt,regular
48607302,bicycle,yes,regular
48607302,foot,yes,regular
48607302,highway,footway,regular
48607302,surface,paved,regular
48607419,bicycle,yes,regular
48607419,foot,yes,regular
48607419,highway,footway,regular
48607419,surface,asphalt,regular
48607422,bicycle,yes,regular
48607422,foot,yes,regular
48607422,highway,footway,regular
48607422,surface,asphalt,regular
48607435,bicycle,yes,regular
48607435,foot,yes,regular
48607435,highway,cycleway,regular
48607435,surface,asphalt,regular
48608836,highway,tertiary,regular
48608836,name,Kincora Drive NW,regular
48608836,oneway,no,regular
48609348,highway,residential,regular
48609348,name,Sherwood Way NW,regular
48609354,highway,residential,regular
48609354,name,Sherwood Way NW,regular
48609354,oneway,yes,regular
48609753,bicycle,yes,regular
48609753,foot,yes,regular
48609753,highway,footway,regular
48609753,surface,asphalt,regular
48612162,landuse,retail,regular
48612229,street,Westwinds Crescent NE,addr
48612229,amenity,parking,regular
48612229,name,Prairie Winds Park north lot,regular
48612333,foot,yes,regular
48612333,highway,footway,regular
48612360,street,54 Avenue NE,addr
48612360,amenity,parking,regular
48612360,name,Prairie Winds Park south lot,regular
48612360,parking,surface,regular
48612369,highway,service,regular
48612369,service,driveway,regular
48612482,bicycle,yes,regular
48612482,foot,yes,regular
48612482,highway,footway,regular
48612482,surface,asphalt,regular
48612494,bicycle,yes,regular
48612494,foot,yes,regular
48612494,highway,footway,regular
48612494,surface,asphalt,regular
48612501,bicycle,yes,regular
48612501,foot,yes,regular
48612501,highway,footway,regular
48612501,surface,asphalt,regular
48612506,bicycle,dismount,regular
48612506,crossing,uncontrolled,regular
48612506,foot,yes,regular
48612506,footway,crossing,regular
48612506,highway,footway,regular
48612506,surface,asphalt,regular
48612511,foot,yes,regular
48612511,highway,footway,regular
48612592,highway,service,regular
48612592,service,driveway,regular
48615542,highway,service,regular
48615542,oneway,no,regular
48615543,highway,service,regular
48615543,oneway,no,regular
48615543,service,parking_aisle,regular
48622496,highway,residential,regular
48622496,name,Evansmeade Circle NW,regular
48622496,oneway,yes,regular
48622499,highway,residential,regular
48622499,name,Evansmeade Circle NW,regular
48622499,oneway,yes,regular
48622509,highway,residential,regular
48622509,name,Evansbrooke Heights NW,regular
48622509,surface,asphalt,regular
48622599,foot,yes,regular
48622599,highway,footway,regular
48623026,highway,service,regular
48623026,service,alley,regular
48623055,highway,service,regular
48623055,service,alley,regular
48623056,highway,service,regular
48623056,service,alley,regular
48623117,foot,yes,regular
48623117,highway,footway,regular
48623118,highway,service,regular
48623118,service,alley,regular
48623119,highway,service,regular
48623119,service,alley,regular
48623122,highway,service,regular
48623122,service,alley,regular
48623154,highway,service,regular
48623154,name,Hidden Valley Villas NW,regular
48623154,service,driveway,regular
48623261,highway,residential,regular
48623261,name,300 Hidden Valley Manor NW,regular
48623304,highway,residential,regular
48623304,name,Hidden Valley Manor NW,regular
48623304,oneway,yes,regular
48623310,highway,residential,regular
48623310,name,Hidden Valley Gardens NW,regular
48623310,oneway,yes,regular
48623426,bridge,yes,regular
48623426,highway,secondary,regular
48623426,layer,1,regular
48623426,maxspeed,60,regular
48623426,name,Country Hills Boulevard NW,regular
48623426,oneway,yes,regular
48623451,bridge,yes,regular
48623451,highway,secondary,regular
48623451,layer,1,regular
48623451,maxspeed,60,regular
48623451,name,Country Hills Boulevard NW,regular
48623451,oneway,yes,regular
48623452,highway,secondary,regular
48623452,lanes,2,regular
48623452,maxspeed,60,regular
48623452,name,Country Hills Boulevard NW,regular
48623452,oneway,yes,regular
48623489,highway,residential,regular
48623489,name,Hidden Valley Green NW,regular
48623489,oneway,yes,regular
48623489,surface,paved,regular
48623501,highway,residential,regular
48623501,name,500 Hidden Vale Place NW,regular
48623502,highway,residential,regular
48623502,name,400 Hidden Vale Place NW,regular
48623533,highway,residential,regular
48623533,name,Hidden Vale Close NW,regular
48623533,oneway,yes,regular
48623534,highway,tertiary,regular
48623534,name,Hidden Valley Drive NW,regular
48623534,oneway,yes,regular
48623596,highway,tertiary,regular
48623596,name,Hidden Valley Drive NW,regular
48623596,oneway,yes,regular
48623623,highway,tertiary,regular
48623623,lanes,2,regular
48623623,name,Hidden Valley Drive NW,regular
48623623,surface,asphalt,regular
48623670,attribution,GeoBase®,regular
48623670,geobase:acquisitionTechnique,GPS,regular
48623670,highway,residential,regular
48623670,is_in,"Calgary,Alberta",regular
48623670,lanes,2,regular
48623670,name,300 Hidden Valley Landing NW,regular
48623670,oneway,yes,regular
48623670,source,Geobase_Import_2009,regular
48623672,attribution,GeoBase®,regular
48623672,geobase:acquisitionTechnique,GPS,regular
48623672,highway,residential,regular
48623672,is_in,"Calgary,Alberta",regular
48623672,lanes,2,regular
48623672,name,300 Hidden Valley Landing NW,regular
48623672,oneway,yes,regular
48623672,source,Geobase_Import_2009,regular
48623694,attribution,GeoBase®,regular
48623694,geobase:acquisitionTechnique,GPS,regular
48623694,highway,residential,regular
48623694,is_in,"Calgary,Alberta",regular
48623694,lanes,2,regular
48623694,name,Hidden Circle NW,regular
48623694,oneway,yes,regular
48623694,source,Geobase_Import_2009,regular
48623697,highway,residential,regular
48623697,name,100 Hidden Cove NW,regular
48623713,name,Hidden Valley Lake,regular
48623713,natural,water,regular
48623730,highway,service,regular
48623730,service,alley,regular
48623732,highway,service,regular
48623732,service,alley,regular
48623733,bicycle,yes,regular
48623733,foot,yes,regular
48623733,highway,footway,regular
48623733,surface,asphalt,regular
48623811,highway,service,regular
48623811,service,alley,regular
48623818,highway,service,regular
48623818,service,alley,regular
48623843,highway,service,regular
48623843,service,alley,regular
48623970,highway,service,regular
48623970,service,alley,regular
48623972,highway,service,regular
48623972,service,alley,regular
48623985,highway,residential,regular
48623985,city,Calgary,is_in
48623985,lanes,1,regular
48623985,name,Hidden Point NW,regular
48623985,oneway,yes,regular
48623986,highway,residential,regular
48623986,city,Calgary,is_in
48623986,lanes,2,regular
48623986,name,Hidden Point NW,regular
48623987,highway,service,regular
48623987,service,alley,regular
48624014,highway,service,regular
48624014,service,alley,regular
48624016,highway,service,regular
48624016,service,alley,regular
48624018,highway,service,regular
48624018,service,alley,regular
48624028,highway,service,regular
48624028,service,alley,regular
48624038,highway,service,regular
48624038,service,alley,regular
48624054,highway,service,regular
48624054,service,alley,regular
48624061,highway,service,regular
48624061,service,alley,regular
48624066,highway,service,regular
48624066,service,alley,regular
48624080,highway,service,regular
48624080,service,alley,regular
48624086,highway,service,regular
48624086,service,alley,regular
48624087,highway,service,regular
48624087,service,alley,regular
48624096,highway,service,regular
48624096,service,alley,regular
48624223,highway,service,regular
48624223,service,alley,regular
48624224,highway,service,regular
48624224,service,alley,regular
48624225,highway,service,regular
48624225,service,alley,regular
48624306,highway,tertiary,regular
48624306,name,Hidden Valley Drive NW,regular
48624306,oneway,yes,regular
48624310,highway,tertiary,regular
48624310,name,Hidden Valley Drive NW,regular
48624310,oneway,yes,regular
48624313,highway,service,regular
48624313,service,alley,regular
48624348,highway,residential,regular
48624348,is_in,"Calgary,Alberta",regular
48624348,name,Hidden Hills Terrace NW,regular
48624468,attribution,GeoBase®,regular
48624468,geobase:acquisitionTechnique,Orthoimage,regular
48624468,highway,residential,regular
48624468,is_in,"Calgary,Alberta",regular
48624468,name,Hidden Hills Terrace NW,regular
48624468,oneway,yes,regular
48624468,source,Geobase_Import_2009,regular
48624475,highway,service,regular
48624475,service,alley,regular
48624478,foot,yes,regular
48624478,highway,footway,regular
48624478,surface,asphalt,regular
48624482,bicycle,yes,regular
48624482,foot,yes,regular
48624482,highway,footway,regular
48624482,surface,asphalt,regular
48624482,width,2,regular
48624483,bicycle,yes,regular
48624483,foot,yes,regular
48624483,highway,footway,regular
48624483,surface,asphalt,regular
48624490,access,yes,regular
48624490,bicycle,yes,regular
48624490,foot,yes,regular
48624490,highway,residential,regular
48624490,name,Hidden Ranch Mews NW,regular
48624490,oneway,no,regular
48624490,surface,asphalt,regular
48624574,foot,yes,regular
48624574,highway,footway,regular
48624606,bicycle,yes,regular
48624606,foot,yes,regular
48624606,highway,footway,regular
48624606,surface,asphalt,regular
48624606,width,2,regular
48624614,bicycle,yes,regular
48624614,foot,yes,regular
48624614,highway,footway,regular
48624614,surface,asphalt,regular
48624688,highway,service,regular
48624688,service,alley,regular
48663797,bicycle,designated,regular
48663797,highway,tertiary,regular
48663797,name,Berkley Drive NW,regular
48663797,oneway,yes,regular
48663835,bicycle,designated,regular
48663835,highway,tertiary,regular
48663835,name,Sandarac Drive NW,regular
48663835,oneway,yes,regular
48663851,highway,residential,regular
48663851,name,Sandalwood Gate NW,regular
48663851,oneway,yes,regular
48663875,amenity,school,regular
48663875,building,yes,regular
48663909,building,school,regular
48663913,attribution,GeoBase®,regular
48663913,geobase:acquisitionTechnique,GPS,regular
48663913,geobase:datasetName,NRN:Alberta,regular
48663913,uuid,3b451bbcab374eb2a46789544b972ce5,geobase
48663913,highway,service,regular
48663913,is_in,"Calgary,Alberta",regular
48663913,lanes,2,regular
48663913,oneway,yes,regular
48663913,service,driveway,regular
48663913,source,Geobase_Import_2009,regular
48663914,attribution,GeoBase®,regular
48663914,geobase:acquisitionTechnique,GPS,regular
48663914,geobase:datasetName,NRN:Alberta,regular
48663914,uuid,3b451bbcab374eb2a46789544b972ce5,geobase
48663914,highway,service,regular
48663914,is_in,"Calgary,Alberta",regular
48663914,lanes,2,regular
48663914,oneway,yes,regular
48663914,service,driveway,regular
48663914,source,Geobase_Import_2009,regular
48664651,leisure,park,regular
48664676,bicycle,yes,regular
48664676,foot,yes,regular
48664676,highway,footway,regular
48664676,surface,asphalt,regular
48664690,leisure,park,regular
48664715,highway,service,regular
48664715,service,alley,regular
48664728,highway,service,regular
48664728,service,alley,regular
48664738,highway,service,regular
48664738,service,alley,regular
48664743,highway,service,regular
48664743,service,alley,regular
48664763,highway,service,regular
48664763,service,alley,regular
48664771,highway,service,regular
48664771,service,alley,regular
48664789,highway,service,regular
48664789,service,alley,regular
48664794,highway,service,regular
48664794,service,alley,regular
48664798,bicycle,yes,regular
48664798,foot,yes,regular
48664798,highway,footway,regular
48664812,bicycle,yes,regular
48664812,foot,yes,regular
48664812,highway,footway,regular
48664812,surface,asphalt,regular
48664883,bicycle,yes,regular
48664883,foot,yes,regular
48664883,highway,cycleway,regular
48664883,surface,asphalt,regular
48664890,leisure,park,regular
48664908,highway,service,regular
48664908,service,alley,regular
48664910,highway,service,regular
48664910,service,alley,regular
48664915,highway,service,regular
48664915,service,alley,regular
48664967,highway,service,regular
48664967,service,alley,regular
48664996,highway,service,regular
48664996,service,alley,regular
48664997,highway,service,regular
48664997,service,alley,regular
48664998,highway,service,regular
48664998,service,alley,regular
48665001,bicycle,yes,regular
48665001,foot,yes,regular
48665001,highway,footway,regular
48665001,surface,asphalt,regular
48665200,highway,tertiary,regular
48665200,name,Sandstone Drive NW,regular
48665204,highway,tertiary,regular
48665204,name,Sandstone Drive NW,regular
48665204,oneway,yes,regular
48665209,highway,service,regular
48665209,service,alley,regular
48665211,leisure,park,regular
48665212,highway,service,regular
48665212,service,alley,regular
48665214,highway,service,regular
48665214,service,alley,regular
48665217,highway,service,regular
48665217,service,alley,regular
48665218,bicycle,yes,regular
48665218,foot,yes,regular
48665218,highway,footway,regular
48665220,highway,service,regular
48665220,service,alley,regular
48665230,highway,service,regular
48665230,service,alley,regular
48665235,highway,service,regular
48665235,service,alley,regular
48665254,highway,service,regular
48665254,service,alley,regular
48665255,highway,residential,regular
48665255,name,Sandpiper Gate NW,regular
48665308,bicycle,yes,regular
48665308,foot,yes,regular
48665308,highway,footway,regular
48665308,surface,asphalt,regular
48665321,bicycle,yes,regular
48665321,foot,yes,regular
48665321,highway,footway,regular
48665321,surface,asphalt,regular
48665340,highway,residential,regular
48665340,name,Sandringham Close NW,regular
48665340,oneway,yes,regular
48665374,highway,service,regular
48665374,service,alley,regular
48665379,highway,residential,regular
48665379,name,Sandringham Road NW,regular
48665379,oneway,yes,regular
48665383,highway,service,regular
48665383,service,alley,regular
48665399,bicycle,designated,regular
48665399,highway,tertiary,regular
48665399,name,Sandarac Drive NW,regular
48665409,highway,tertiary,regular
48665409,name,Sandarac Drive NW,regular
48665409,oneway,yes,regular
48665493,bicycle,yes,regular
48665493,foot,yes,regular
48665493,highway,footway,regular
48665493,surface,asphalt,regular
48665497,bicycle,yes,regular
48665497,foot,yes,regular
48665497,highway,footway,regular
48665497,surface,asphalt,regular
48665528,leisure,park,regular
48665535,leisure,park,regular
48665548,leisure,park,regular
48665552,bicycle,yes,regular
48665552,foot,yes,regular
48665552,highway,cycleway,regular
48665552,surface,asphalt,regular
48665577,bicycle,yes,regular
48665577,foot,yes,regular
48665577,highway,cycleway,regular
48665577,surface,asphalt,regular
48665588,bicycle,yes,regular
48665588,foot,yes,regular
48665588,highway,cycleway,regular
48665588,surface,asphalt,regular
48665594,highway,residential,regular
48665594,name,Santana Road NW,regular
48665594,oneway,yes,regular
48665597,highway,residential,regular
48665597,name,Berkshire Road NW,regular
48665597,oneway,yes,regular
48665600,highway,residential,regular
48665600,name,Berkshire Road NW,regular
48665600,oneway,yes,regular
48665604,foot,yes,regular
48665604,highway,footway,regular
48665672,leisure,park,regular
48665683,bicycle,yes,regular
48665683,foot,yes,regular
48665683,highway,footway,regular
48665683,surface,asphalt,regular
48665823,highway,service,regular
48665823,service,alley,regular
48665824,bicycle,yes,regular
48665824,foot,yes,regular
48665824,highway,footway,regular
48665824,surface,paved,regular
48665831,highway,service,regular
48665831,service,alley,regular
48665844,bicycle,yes,regular
48665844,foot,yes,regular
48665844,highway,cycleway,regular
48665844,surface,asphalt,regular
48665848,bicycle,yes,regular
48665848,foot,yes,regular
48665848,highway,footway,regular
48665848,surface,asphalt,regular
48665854,bicycle,yes,regular
48665854,foot,yes,regular
48665854,highway,cycleway,regular
48665854,surface,asphalt,regular
48665878,bicycle,yes,regular
48665878,foot,yes,regular
48665878,highway,footway,regular
48665878,surface,asphalt,regular
48665880,bicycle,yes,regular
48665880,foot,yes,regular
48665880,highway,footway,regular
48665880,surface,asphalt,regular
48665951,bicycle,yes,regular
48665951,foot,yes,regular
48665951,highway,cycleway,regular
48665951,surface,asphalt,regular
48665953,highway,residential,regular
48665953,lanes,1,regular
48665953,name,Macewan Ridge Circle NW,regular
48665953,oneway,yes,regular
48665953,surface,asphalt,regular
48665957,highway,residential,regular
48665957,lanes,1,regular
48665957,name,Macewan Ridge Circle NW,regular
48665957,oneway,yes,regular
